uniqueID,drugName,condition,rating,date,usefulCount
67399,Lacosamide,Seizures,10,42813,27
67401,Lacosamide,Seizures,5,42799,0
67402,Lacosamide,Seizures,8,42794,18
67403,Lacosamide,Seizures,10,42764,11
67404,Lacosamide,Seizures,10,42747,28
67405,Lacosamide,Seizures,8,42715,27
67406,Lacosamide,Seizures,8,42705,21
67407,Lacosamide,Seizures,5,42699,19
67408,Lacosamide,Seizures,10,42645,18
67409,Lacosamide,Seizures,10,42599,22
67410,Lacosamide,Seizures,1,42591,14
67411,Lacosamide,Seizures,7,42514,14
67413,Lacosamide,Seizures,6,42455,20
67414,Provera,Abnormal Uterine Bleeding,3,42427,46
67415,Provera,Amenorrhea,7,42425,30
67416,Provera,Amenorrhea,10,42418,12
67418,Provera,Abnormal Uterine Bleeding,8,42396,23
67419,Provera,Amenorrhea,10,42373,18
67420,Provera,Abnormal Uterine Bleeding,1,42350,34
67421,Provera,Abnormal Uterine Bleeding,10,42349,27
67424,Provera,Abnormal Uterine Bleeding,9,42307,31
67425,Provera,Amenorrhea,5,42277,10
67427,Provera,Amenorrhea,7,42269,24
67428,Provera,Abnormal Uterine Bleeding,9,42266,35
67429,Provera,Abnormal Uterine Bleeding,1,42245,10
67430,Provera,Abnormal Uterine Bleeding,4,42225,33
67431,Provera,Amenorrhea,6,42223,12
67432,Provera,Amenorrhea,7,42222,9
67433,Provera,Abnormal Uterine Bleeding,10,42217,56
67437,Provera,Amenorrhea,9,42129,18
67438,Provera,Amenorrhea,10,42110,61
67439,Provera,Abnormal Uterine Bleeding,10,40161,71
67440,Provera,Amenorrhea,10,40053,35
67441,Provera,Abnormal Uterine Bleeding,5,39995,47
67442,Provera,Abnormal Uterine Bleeding,8,39897,73
67443,Provera,Abnormal Uterine Bleeding,6,39886,105
67444,Provera,Amenorrhea,10,39801,79
67445,Provera,Amenorrhea,10,39778,58
67446,Provera,Amenorrhea,10,39743,67
67447,Provera,Abnormal Uterine Bleeding,10,39515,252
67448,Provera,Amenorrhea,10,42084,34
67449,Provera,Abnormal Uterine Bleeding,10,42063,40
67451,Provera,Amenorrhea,8,41789,98
67454,Provera,Abnormal Uterine Bleeding,1,41741,42
67456,Provera,Abnormal Uterine Bleeding,8,41512,35
67458,Provera,Amenorrhea,9,41073,29
67461,Provera,Abnormal Uterine Bleeding,1,40908,62
67463,Provera,Amenorrhea,1,40758,21
67464,Provera,Amenorrhea,10,40625,32
67465,Provera,Abnormal Uterine Bleeding,10,40607,111
67466,Provera,Abnormal Uterine Bleeding,5,40566,60
67468,Provera,Amenorrhea,5,40397,13
67470,Provera,Amenorrhea,4,40278,26
67473,Delsym 12 Hour Cough Relief,Cough,1,42859,4
67474,Delsym 12 Hour Cough Relief,Cough,10,42850,2
67475,Delsym 12 Hour Cough Relief,Cough,1,42801,3
67478,Delsym 12 Hour Cough Relief,Cough,8,42749,4
67479,Delsym 12 Hour Cough Relief,Cough,10,42687,2
67480,Delsym 12 Hour Cough Relief,Cough,1,42461,4
67481,Delsym 12 Hour Cough Relief,Cough,9,42342,6
67482,Delsym 12 Hour Cough Relief,Cough,2,42261,4
67483,Delsym 12 Hour Cough Relief,Cough,9,42012,10
67484,Lacosamide,Seizures,5,40949,37
67485,Lacosamide,Seizures,6,40906,57
67486,Lacosamide,Seizures,6,40870,67
67487,Lacosamide,Seizures,6,40838,53
67488,Lacosamide,Seizures,6,40741,55
67491,Lacosamide,Seizures,9,40592,59
67492,Lacosamide,Seizures,5,40551,52
67493,Lacosamide,Seizures,9,40543,29
67494,Lacosamide,Seizures,9,40445,46
67495,Lacosamide,Seizures,6,40406,70
67496,Lacosamide,Seizures,5,40287,46
67497,Lacosamide,Seizures,8,40191,4
67498,Lacosamide,Seizures,7,40112,41
67499,Lacosamide,Seizures,9,40063,69
67502,Lacosamide,Seizures,7,41738,49
67504,Lacosamide,Seizures,1,41718,11
67506,Lacosamide,Seizures,6,41696,59
67507,Lacosamide,Seizures,5,41685,37
67508,Lacosamide,Seizures,7,41655,36
67509,Lacosamide,Seizures,8,41652,29
67513,Lacosamide,Seizures,7,41478,44
67514,Lacosamide,Seizures,10,41465,52
67515,Lacosamide,Seizures,4,41418,79
67516,Lacosamide,Seizures,8,41383,50
67517,Lacosamide,Seizures,8,41352,40
67518,Lacosamide,Seizures,8,41313,52
67521,Lacosamide,Seizures,9,41204,41
67522,Lacosamide,Seizures,10,41058,71
67523,Lacosamide,Seizures,1,41052,45
67524,Lacosamide,Seizures,8,41044,60
67526,Plan B,Emergency Contraception,9,43079,0
67528,Plan B,Emergency Contraception,9,43061,1
67529,Plan B,Emergency Contraception,1,43060,4
67531,Plan B,Emergency Contraception,10,43054,0
67532,Plan B,Emergency Contraception,10,43046,3
67533,Plan B,Emergency Contraception,4,43044,0
67536,Plan B,Emergency Contraception,6,43041,0
67537,Plan B,Emergency Contraception,3,43040,0
67538,Plan B,Emergency Contraception,10,43037,6
67540,Plan B,Emergency Contraception,10,43036,2
67541,Plan B,Emergency Contraception,10,43035,1
67544,Plan B,Emergency Contraception,10,43031,10
67545,Plan B,Emergency Contraception,5,43028,4
67550,Plan B,Emergency Contraception,10,43011,10
67551,Protriptyline,Depression,9,42946,0
67553,Plan B,Emergency Contraception,10,43009,11
67558,Plan B,Emergency Contraception,10,43005,4
67560,Plan B,Emergency Contraception,6,43003,0
67561,Plan B,Emergency Contraception,10,43002,6
67563,Plan B,Emergency Contraception,10,42998,0
67565,Plan B,Emergency Contraception,10,42997,3
67568,Plan B,Emergency Contraception,10,42995,3
67569,Plan B,Emergency Contraception,8,42994,4
67570,Plan B,Emergency Contraception,5,42994,4
67571,Plan B,Emergency Contraception,5,42994,5
67572,Plan B,Emergency Contraception,9,42991,9
67574,Plan B,Emergency Contraception,7,42989,0
67575,Plan B,Emergency Contraception,3,42988,0
67576,Plan B,Emergency Contraception,1,42984,2
67577,Plan B,Emergency Contraception,9,42981,3
67578,Plan B,Emergency Contraception,10,42904,3
67579,Plan B,Emergency Contraception,10,42904,2
67580,Plan B,Emergency Contraception,10,42903,3
67582,Plan B,Emergency Contraception,8,42902,2
67583,Plan B,Emergency Contraception,6,42901,13
67584,Plan B,Emergency Contraception,10,42901,3
67585,Plan B,Emergency Contraception,10,42901,7
67586,Plan B,Emergency Contraception,10,42900,6
67587,Plan B,Emergency Contraception,10,42898,1
67588,Plan B,Emergency Contraception,8,42894,1
67590,Plan B,Emergency Contraception,1,42894,3
67591,Plan B,Emergency Contraception,10,42893,8
67592,Plan B,Emergency Contraception,10,42889,7
67594,Plan B,Emergency Contraception,1,42883,15
67596,Plan B,Emergency Contraception,10,42874,9
67597,Plan B,Emergency Contraception,10,42874,15
67599,Plan B,Emergency Contraception,10,42871,7
67600,Plan B,Emergency Contraception,10,42870,2
67601,Plan B,Emergency Contraception,1,42868,5
67602,Plan B,Emergency Contraception,10,42867,8
67603,Plan B,Emergency Contraception,10,42935,5
67604,Plan B,Emergency Contraception,10,42935,1
67606,Plan B,Emergency Contraception,7,42933,14
67610,Plan B,Emergency Contraception,10,42924,10
67612,Plan B,Emergency Contraception,10,42922,4
67615,Plan B,Emergency Contraception,9,42919,15
67616,Plan B,Emergency Contraception,10,42919,2
67619,Plan B,Emergency Contraception,1,42912,6
67620,Plan B,Emergency Contraception,10,42909,9
67622,Plan B,Emergency Contraception,10,42908,6
67623,Plan B,Emergency Contraception,10,42908,4
67627,Plan B,Emergency Contraception,10,42906,11
67628,Plan B,Emergency Contraception,10,42866,8
67629,Plan B,Emergency Contraception,10,42863,7
67630,Plan B,Emergency Contraception,2,42862,18
67631,Plan B,Emergency Contraception,4,42861,4
67632,Plan B,Emergency Contraception,10,42860,4
67633,Plan B,Emergency Contraception,10,42853,5
67634,Plan B,Emergency Contraception,9,42853,4
67636,Plan B,Emergency Contraception,10,42850,12
67638,Plan B,Emergency Contraception,10,42844,8
67639,Plan B,Emergency Contraception,5,42843,10
67641,Plan B,Emergency Contraception,9,42840,16
67643,Plan B,Emergency Contraception,10,42836,10
67644,Plan B,Emergency Contraception,10,42835,3
67645,Plan B,Emergency Contraception,8,42834,12
67646,Plan B,Emergency Contraception,10,42833,5
67647,Plan B,Emergency Contraception,10,42833,6
67648,Plan B,Emergency Contraception,10,42832,5
67649,Plan B,Emergency Contraception,8,42830,10
67650,Plan B,Emergency Contraception,10,42830,10
67652,Plan B,Emergency Contraception,10,42828,5
67653,Plan B,Emergency Contraception,10,42979,7
67654,Plan B,Emergency Contraception,10,42977,4
67657,Plan B,Emergency Contraception,10,42974,3
67660,Plan B,Emergency Contraception,10,42968,7
67661,Plan B,Emergency Contraception,10,42967,6
67662,Plan B,Emergency Contraception,10,42966,6
67664,Plan B,Emergency Contraception,10,42963,8
67669,Plan B,Emergency Contraception,10,42951,5
67672,Plan B,Emergency Contraception,9,42947,18
67676,Plan B,Emergency Contraception,1,42941,3
67678,Plan B,Emergency Contraception,10,42737,5
67679,Plan B,Emergency Contraception,10,42736,24
67680,Plan B,Emergency Contraception,10,42733,6
67682,Plan B,Emergency Contraception,1,42730,3
67684,Plan B,Emergency Contraception,10,42730,5
67685,Plan B,Emergency Contraception,10,42728,5
67686,Plan B,Emergency Contraception,10,42728,5
67687,Plan B,Emergency Contraception,1,42726,7
67688,Plan B,Emergency Contraception,9,42726,3
67689,Plan B,Emergency Contraception,6,42725,0
67690,Plan B,Emergency Contraception,10,42721,4
67691,Plan B,Emergency Contraception,10,42719,13
67692,Plan B,Emergency Contraception,10,42718,5
67699,Plan B,Emergency Contraception,10,42709,3
67700,Plan B,Emergency Contraception,10,42708,7
67701,Plan B,Emergency Contraception,10,42706,4
67702,Plan B,Emergency Contraception,10,42705,3
67704,Plan B,Emergency Contraception,10,42761,4
67705,Plan B,Emergency Contraception,10,42760,1
67706,Plan B,Emergency Contraception,10,42760,3
67707,Plan B,Emergency Contraception,6,42757,11
67708,Plan B,Emergency Contraception,9,42756,0
67711,Plan B,Emergency Contraception,8,42755,2
67712,Plan B,Emergency Contraception,6,42755,5
67713,Plan B,Emergency Contraception,1,42753,0
67715,Plan B,Emergency Contraception,10,42750,10
67719,Plan B,Emergency Contraception,8,42742,25
67720,Plan B,Emergency Contraception,9,42740,1
67721,Plan B,Emergency Contraception,10,42740,0
67722,Plan B,Emergency Contraception,10,42740,7
67723,Plan B,Emergency Contraception,10,42740,11
67725,Plan B,Emergency Contraception,10,42740,6
67726,Plan B,Emergency Contraception,10,42737,1
67727,Plan B,Emergency Contraception,10,42737,5
67728,Plan B,Emergency Contraception,10,42823,15
67729,Plan B,Emergency Contraception,7,42823,1
67730,Plan B,Emergency Contraception,4,42821,1
67732,Plan B,Emergency Contraception,10,42820,2
67733,Plan B,Emergency Contraception,10,42819,6
67734,Plan B,Emergency Contraception,10,42818,4
67735,Plan B,Emergency Contraception,1,42817,7
67736,Plan B,Emergency Contraception,10,42814,7
67738,Plan B,Emergency Contraception,10,42811,8
67739,Plan B,Emergency Contraception,9,42811,10
67740,Plan B,Emergency Contraception,10,42811,8
67741,Plan B,Emergency Contraception,10,42810,6
67742,Plan B,Emergency Contraception,10,42809,4
67743,Plan B,Emergency Contraception,10,42809,5
67745,Plan B,Emergency Contraception,1,42808,3
67747,Plan B,Emergency Contraception,1,42801,5
67750,Plan B,Emergency Contraception,9,42794,9
67751,Plan B,Emergency Contraception,10,42790,13
67752,Plan B,Emergency Contraception,10,42789,5
67754,Plan B,Emergency Contraception,10,42785,2
67755,Plan B,Emergency Contraception,10,42783,6
67758,Plan B,Emergency Contraception,8,42778,6
67762,Plan B,Emergency Contraception,7,42774,8
67764,Plan B,Emergency Contraception,10,42772,9
67766,Plan B,Emergency Contraception,10,42770,2
67767,Plan B,Emergency Contraception,10,42770,7
67768,Plan B,Emergency Contraception,9,42770,2
67769,Plan B,Emergency Contraception,10,42768,3
67770,Plan B,Emergency Contraception,10,42767,3
67771,Plan B,Emergency Contraception,10,42766,19
67772,Plan B,Emergency Contraception,1,42766,0
67773,Plan B,Emergency Contraception,9,42765,6
67775,Plan B,Emergency Contraception,10,42763,2
67776,Plan B,Emergency Contraception,10,42763,6
67778,Plan B,Emergency Contraception,10,42705,5
67779,Plan B,Emergency Contraception,10,42704,8
67780,Plan B,Emergency Contraception,10,42704,0
67781,Plan B,Emergency Contraception,10,42703,3
67782,Plan B,Emergency Contraception,10,42702,3
67784,Plan B,Emergency Contraception,10,42701,0
67785,Plan B,Emergency Contraception,9,42701,5
67786,Plan B,Emergency Contraception,7,42701,5
67787,Plan B,Emergency Contraception,10,42701,3
67788,Plan B,Emergency Contraception,10,42700,5
67789,Plan B,Emergency Contraception,10,42700,9
67790,Plan B,Emergency Contraception,10,42698,3
67791,Plan B,Emergency Contraception,10,42697,4
67792,Plan B,Emergency Contraception,10,42695,3
67794,Plan B,Emergency Contraception,10,42695,4
67795,Plan B,Emergency Contraception,10,42694,7
67796,Plan B,Emergency Contraception,9,42694,2
67798,Plan B,Emergency Contraception,10,42690,13
67799,Plan B,Emergency Contraception,10,42689,1
67800,Plan B,Emergency Contraception,10,42689,9
67801,Plan B,Emergency Contraception,10,42688,2
67802,Plan B,Emergency Contraception,10,42688,5
67803,Plan B,Emergency Contraception,1,42687,18
67806,Plan B,Emergency Contraception,1,42684,3
67808,Plan B,Emergency Contraception,1,42677,5
67810,Plan B,Emergency Contraception,10,42674,2
67811,Plan B,Emergency Contraception,8,42669,4
67812,Plan B,Emergency Contraception,1,42669,2
67814,Plan B,Emergency Contraception,10,42669,8
67815,Plan B,Emergency Contraception,10,42669,5
67816,Plan B,Emergency Contraception,1,42668,5
67817,Plan B,Emergency Contraception,1,42663,6
67818,Plan B,Emergency Contraception,10,42663,9
67819,Plan B,Emergency Contraception,10,42663,12
67820,Plan B,Emergency Contraception,9,42662,5
67821,Plan B,Emergency Contraception,10,42655,9
67822,Plan B,Emergency Contraception,10,42653,10
67825,Plan B,Emergency Contraception,10,42647,3
67826,Plan B,Emergency Contraception,10,42645,7
67827,Plan B,Emergency Contraception,8,42645,4
67828,Plan B,Emergency Contraception,10,42644,9
67829,Plan B,Emergency Contraception,1,42643,7
67830,Plan B,Emergency Contraception,10,42643,6
67831,Plan B,Emergency Contraception,8,42642,8
67833,Plan B,Emergency Contraception,10,42640,14
67835,Plan B,Emergency Contraception,10,42638,15
67836,Plan B,Emergency Contraception,10,42638,4
67837,Plan B,Emergency Contraception,1,42636,10
67839,Plan B,Emergency Contraception,10,42635,6
67840,Plan B,Emergency Contraception,1,42634,6
67841,Plan B,Emergency Contraception,9,42633,13
67843,Plan B,Emergency Contraception,10,42631,5
67846,Plan B,Emergency Contraception,10,42630,7
67847,Plan B,Emergency Contraception,10,42629,15
67848,Plan B,Emergency Contraception,10,42629,4
67850,Plan B,Emergency Contraception,9,42626,2
67851,Plan B,Emergency Contraception,9,42622,11
67853,Plan B,Emergency Contraception,1,42620,4
67854,Plan B,Emergency Contraception,9,42618,5
67856,Plan B,Emergency Contraception,10,42616,10
67858,Plan B,Emergency Contraception,10,42614,6
67859,Plan B,Emergency Contraception,9,42613,5
67861,Plan B,Emergency Contraception,10,42610,8
67862,Plan B,Emergency Contraception,10,42609,7
67863,Plan B,Emergency Contraception,10,42608,21
67867,Plan B,Emergency Contraception,10,42604,2
67868,Plan B,Emergency Contraception,10,42604,2
67870,Plan B,Emergency Contraception,10,42600,2
67872,Plan B,Emergency Contraception,10,42597,1
67873,Plan B,Emergency Contraception,10,42597,3
67874,Plan B,Emergency Contraception,10,42596,54
67875,Plan B,Emergency Contraception,10,42595,10
67877,Plan B,Emergency Contraception,10,42595,4
67879,Plan B,Emergency Contraception,3,42579,3
67880,Plan B,Emergency Contraception,6,42577,2
67882,Plan B,Emergency Contraception,10,42576,3
67883,Plan B,Emergency Contraception,10,42574,12
67884,Plan B,Emergency Contraception,1,42569,3
67885,Plan B,Emergency Contraception,10,42567,15
67886,Plan B,Emergency Contraception,9,42567,7
67888,Plan B,Emergency Contraception,10,42566,7
67889,Plan B,Emergency Contraception,10,42565,8
67891,Plan B,Emergency Contraception,10,42563,2
67892,Plan B,Emergency Contraception,10,42563,6
67893,Plan B,Emergency Contraception,8,42563,13
67894,Plan B,Emergency Contraception,7,42562,6
67895,Plan B,Emergency Contraception,10,42561,4
67896,Plan B,Emergency Contraception,9,42559,0
67897,Plan B,Emergency Contraception,9,42558,18
67898,Plan B,Emergency Contraception,10,42558,34
67899,Plan B,Emergency Contraception,10,42557,13
67900,Plan B,Emergency Contraception,10,42556,7
67901,Plan B,Emergency Contraception,10,42556,10
67902,Plan B,Emergency Contraception,10,42555,6
67905,Plan B,Emergency Contraception,1,42592,0
67907,Plan B,Emergency Contraception,10,42591,10
67908,Plan B,Emergency Contraception,10,42591,8
67909,Plan B,Emergency Contraception,10,42591,3
67910,Plan B,Emergency Contraception,10,42591,5
67911,Plan B,Emergency Contraception,10,42591,5
67912,Plan B,Emergency Contraception,10,42590,6
67913,Plan B,Emergency Contraception,10,42590,4
67914,Plan B,Emergency Contraception,8,42588,19
67915,Plan B,Emergency Contraception,10,42588,9
67916,Plan B,Emergency Contraception,5,42587,5
67917,Plan B,Emergency Contraception,10,42587,3
67919,Plan B,Emergency Contraception,10,42587,1
67921,Plan B,Emergency Contraception,1,42585,2
67922,Plan B,Emergency Contraception,10,42584,1
67923,Plan B,Emergency Contraception,9,42584,5
67925,Plan B,Emergency Contraception,9,42583,13
67928,Plan B,Emergency Contraception,10,42555,12
67929,Plan B,Emergency Contraception,10,42554,5
67930,Plan B,Emergency Contraception,10,42553,6
67931,Plan B,Emergency Contraception,10,42550,8
67932,Plan B,Emergency Contraception,6,42550,8
67933,Plan B,Emergency Contraception,9,42550,8
67935,Plan B,Emergency Contraception,10,42548,8
67936,Plan B,Emergency Contraception,10,42546,15
67937,Plan B,Emergency Contraception,10,42546,3
67938,Plan B,Emergency Contraception,10,42546,4
67939,Plan B,Emergency Contraception,10,42545,7
67940,Plan B,Emergency Contraception,10,42545,10
67942,Plan B,Emergency Contraception,9,42545,4
67943,Plan B,Emergency Contraception,1,42545,3
67944,Plan B,Emergency Contraception,1,42543,6
67946,Plan B,Emergency Contraception,10,42541,11
67947,Plan B,Emergency Contraception,10,42538,11
67948,Plan B,Emergency Contraception,10,42538,2
67949,Plan B,Emergency Contraception,10,42538,10
67950,Plan B,Emergency Contraception,10,42538,5
67952,Plan B,Emergency Contraception,10,42535,22
67953,Plan B,Emergency Contraception,1,42535,4
67954,Plan B,Emergency Contraception,1,42534,2
67956,Plan B,Emergency Contraception,10,42531,4
67957,Plan B,Emergency Contraception,10,42530,6
67961,Plan B,Emergency Contraception,10,42527,12
67962,Plan B,Emergency Contraception,10,42524,1
67963,Plan B,Emergency Contraception,10,42524,1
67967,Plan B,Emergency Contraception,10,42520,10
67968,Plan B,Emergency Contraception,10,42517,13
67969,Plan B,Emergency Contraception,10,42517,8
67970,Plan B,Emergency Contraception,8,42517,6
67971,Plan B,Emergency Contraception,10,42516,9
67972,Plan B,Emergency Contraception,10,42514,5
67973,Plan B,Emergency Contraception,10,42513,6
67975,Plan B,Emergency Contraception,1,42511,6
67976,Plan B,Emergency Contraception,10,42509,10
67977,Plan B,Emergency Contraception,10,42507,2
67978,Plan B,Emergency Contraception,10,42506,0
67979,Plan B,Emergency Contraception,10,42505,3
67980,Plan B,Emergency Contraception,10,42504,3
67981,Plan B,Emergency Contraception,9,42502,5
67982,Plan B,Emergency Contraception,10,42501,1
67983,Plan B,Emergency Contraception,10,42499,18
67984,Plan B,Emergency Contraception,9,42497,5
67985,Plan B,Emergency Contraception,10,42496,8
67986,Plan B,Emergency Contraception,10,42496,10
67987,Plan B,Emergency Contraception,10,42493,14
67988,Plan B,Emergency Contraception,1,42492,5
67990,Plan B,Emergency Contraception,10,42486,15
67992,Plan B,Emergency Contraception,9,42485,1
67993,Plan B,Emergency Contraception,9,42485,5
67994,Plan B,Emergency Contraception,7,42483,2
67995,Plan B,Emergency Contraception,10,42479,10
67996,Plan B,Emergency Contraception,10,42478,16
67997,Plan B,Emergency Contraception,9,42478,6
67998,Plan B,Emergency Contraception,10,42476,4
68000,Plan B,Emergency Contraception,4,42475,6
68001,Plan B,Emergency Contraception,10,42473,16
68002,Plan B,Emergency Contraception,9,42472,8
68003,Plan B,Emergency Contraception,10,42418,6
68005,Plan B,Emergency Contraception,7,42415,4
68007,Plan B,Emergency Contraception,10,42414,12
68008,Plan B,Emergency Contraception,10,42414,5
68009,Plan B,Emergency Contraception,10,42413,7
68010,Plan B,Emergency Contraception,1,42413,8
68012,Plan B,Emergency Contraception,7,42410,3
68013,Plan B,Emergency Contraception,10,42408,29
68014,Plan B,Emergency Contraception,10,42407,7
68015,Plan B,Emergency Contraception,10,42407,4
68016,Plan B,Emergency Contraception,10,42403,11
68017,Plan B,Emergency Contraception,10,42402,14
68021,Plan B,Emergency Contraception,1,42400,5
68022,Plan B,Emergency Contraception,10,42400,12
68023,Plan B,Emergency Contraception,9,42399,7
68024,Plan B,Emergency Contraception,10,42397,6
68026,Plan B,Emergency Contraception,10,42393,15
68027,Plan B,Emergency Contraception,8,42392,14
68028,Plan B,Emergency Contraception,10,42471,4
68029,Plan B,Emergency Contraception,10,42469,1
68030,Plan B,Emergency Contraception,10,42461,13
68031,Plan B,Emergency Contraception,1,42460,3
68032,Plan B,Emergency Contraception,7,42459,11
68033,Plan B,Emergency Contraception,10,42458,8
68035,Plan B,Emergency Contraception,10,42456,21
68036,Plan B,Emergency Contraception,10,42452,6
68037,Plan B,Emergency Contraception,10,42449,14
68038,Plan B,Emergency Contraception,9,42449,7
68040,Plan B,Emergency Contraception,10,42446,1
68043,Plan B,Emergency Contraception,9,42438,15
68044,Plan B,Emergency Contraception,10,42435,26
68045,Plan B,Emergency Contraception,10,42432,23
68047,Plan B,Emergency Contraception,10,42430,25
68048,Plan B,Emergency Contraception,9,42426,11
68049,Plan B,Emergency Contraception,10,42423,9
68050,Plan B,Emergency Contraception,10,42423,42
68051,Plan B,Emergency Contraception,10,42420,18
68052,Plan B,Emergency Contraception,10,42420,2
68053,Plan B,Emergency Contraception,10,42386,12
68055,Plan B,Emergency Contraception,10,42384,6
68057,Plan B,Emergency Contraception,9,42382,3
68059,Plan B,Emergency Contraception,1,42381,1
68060,Plan B,Emergency Contraception,4,42379,2
68061,Plan B,Emergency Contraception,1,42377,5
68062,Plan B,Emergency Contraception,1,42376,4
68065,Plan B,Emergency Contraception,10,42375,1
68066,Plan B,Emergency Contraception,10,42374,5
68067,Plan B,Emergency Contraception,10,42373,4
68069,Plan B,Emergency Contraception,10,42370,7
68072,Plan B,Emergency Contraception,1,42369,8
68073,Plan B,Emergency Contraception,10,42369,22
68076,Plan B,Emergency Contraception,7,42366,16
68077,Plan B,Emergency Contraception,10,42365,11
68078,Plan B,Emergency Contraception,10,42328,10
68080,Plan B,Emergency Contraception,10,42326,0
68082,Plan B,Emergency Contraception,10,42323,24
68084,Plan B,Emergency Contraception,9,42322,13
68085,Plan B,Emergency Contraception,10,42321,9
68086,Plan B,Emergency Contraception,8,42318,14
68087,Plan B,Emergency Contraception,3,42318,4
68088,Plan B,Emergency Contraception,8,42318,14
68089,Plan B,Emergency Contraception,10,42313,5
68090,Plan B,Emergency Contraception,1,42312,5
68091,Plan B,Emergency Contraception,10,42311,15
68092,Plan B,Emergency Contraception,8,42308,14
68093,Plan B,Emergency Contraception,8,42308,5
68095,Plan B,Emergency Contraception,10,42306,10
68096,Plan B,Emergency Contraception,9,42304,20
68097,Plan B,Emergency Contraception,6,42304,5
68098,Plan B,Emergency Contraception,10,42304,11
68099,Plan B,Emergency Contraception,1,42303,6
68100,Plan B,Emergency Contraception,10,42303,6
68101,Plan B,Emergency Contraception,10,42302,13
68102,Plan B,Emergency Contraception,7,42301,6
68103,Plan B,Emergency Contraception,10,42300,13
68105,Plan B,Emergency Contraception,4,42297,6
68107,Plan B,Emergency Contraception,10,42295,4
68108,Plan B,Emergency Contraception,9,42294,10
68109,Plan B,Emergency Contraception,9,42292,10
68110,Plan B,Emergency Contraception,10,42292,11
68111,Plan B,Emergency Contraception,10,42291,7
68114,Plan B,Emergency Contraception,10,42286,10
68115,Plan B,Emergency Contraception,10,42283,14
68116,Plan B,Emergency Contraception,9,42280,8
68117,Plan B,Emergency Contraception,10,42279,11
68120,Plan B,Emergency Contraception,10,42276,4
68121,Plan B,Emergency Contraception,10,42275,8
68123,Plan B,Emergency Contraception,10,42272,4
68124,Plan B,Emergency Contraception,10,42271,21
68125,Plan B,Emergency Contraception,10,42269,1
68126,Plan B,Emergency Contraception,10,42269,7
68127,Plan B,Emergency Contraception,10,42269,7
68128,Plan B,Emergency Contraception,7,42365,2
68130,Plan B,Emergency Contraception,10,42356,12
68134,Plan B,Emergency Contraception,10,42350,17
68135,Plan B,Emergency Contraception,10,42348,8
68138,Plan B,Emergency Contraception,9,42344,10
68139,Plan B,Emergency Contraception,10,42343,12
68140,Plan B,Emergency Contraception,10,42343,13
68145,Plan B,Emergency Contraception,1,42336,6
68146,Plan B,Emergency Contraception,10,42332,17
68147,Plan B,Emergency Contraception,10,42332,16
68148,Plan B,Emergency Contraception,10,42332,13
68150,Plan B,Emergency Contraception,10,42330,15
68152,Plan B,Emergency Contraception,10,42329,9
68154,Plan B,Emergency Contraception,5,42224,4
68155,Plan B,Emergency Contraception,10,42222,13
68156,Plan B,Emergency Contraception,10,42221,19
68157,Plan B,Emergency Contraception,10,42221,10
68160,Plan B,Emergency Contraception,10,42219,3
68161,Plan B,Emergency Contraception,10,42219,9
68162,Plan B,Emergency Contraception,10,42218,7
68163,Plan B,Emergency Contraception,1,42215,2
68164,Plan B,Emergency Contraception,10,42212,12
68165,Plan B,Emergency Contraception,10,42210,13
68166,Plan B,Emergency Contraception,10,42205,18
68171,Plan B,Emergency Contraception,10,42201,4
68173,Plan B,Emergency Contraception,1,42197,9
68174,Plan B,Emergency Contraception,10,42193,4
68178,Plan B,Emergency Contraception,10,42267,1
68179,Plan B,Emergency Contraception,10,42262,4
68180,Plan B,Emergency Contraception,10,42262,5
68181,Plan B,Emergency Contraception,10,42259,9
68182,Plan B,Emergency Contraception,8,42253,9
68184,Plan B,Emergency Contraception,2,42251,7
68186,Plan B,Emergency Contraception,10,42250,4
68188,Plan B,Emergency Contraception,10,42247,10
68189,Plan B,Emergency Contraception,10,42246,11
68190,Plan B,Emergency Contraception,9,42244,1
68191,Plan B,Emergency Contraception,5,42244,5
68192,Plan B,Emergency Contraception,1,42242,10
68193,Plan B,Emergency Contraception,5,42237,8
68197,Plan B,Emergency Contraception,10,42234,16
68198,Plan B,Emergency Contraception,9,42232,11
68199,Plan B,Emergency Contraception,10,42232,13
68200,Plan B,Emergency Contraception,9,42231,10
68201,Plan B,Emergency Contraception,10,42230,1
68203,Plan B,Emergency Contraception,10,42186,18
68204,Plan B,Emergency Contraception,10,42186,13
68205,Plan B,Emergency Contraception,10,42181,22
68207,Plan B,Emergency Contraception,1,42179,3
68208,Plan B,Emergency Contraception,6,42179,14
68209,Plan B,Emergency Contraception,10,42178,18
68212,Plan B,Emergency Contraception,9,42175,4
68213,Plan B,Emergency Contraception,10,42174,25
68214,Plan B,Emergency Contraception,10,42167,6
68217,Plan B,Emergency Contraception,5,42147,3
68218,Plan B,Emergency Contraception,9,42146,29
68219,Plan B,Emergency Contraception,10,42146,20
68220,Plan B,Emergency Contraception,10,42145,22
68221,Plan B,Emergency Contraception,8,42144,18
68222,Plan B,Emergency Contraception,10,42144,11
68223,Plan B,Emergency Contraception,1,42142,19
68224,Plan B,Emergency Contraception,10,42137,20
68225,Plan B,Emergency Contraception,1,42133,26
68226,Plan B,Emergency Contraception,10,42130,23
68227,Plan B,Emergency Contraception,10,42127,22
